model,selection_reason,best_params,best_refit_score,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,roc_auc_mean,roc_auc_std,average_precision_mean,average_precision_std
Support Vector Machine,"Highest recall, then ROC-AUC and F1 among tuned candidates","{""clf__C"": 0.1, ""clf__gamma"": ""scale"", ""clf__kernel"": ""linear""}",0.921031,0.859014,0.054669,0.846551,0.058653,0.908262,0.039463,0.875794,0.046373,0.921031,0.037555,0.928812,0.034115
